PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type Full Name,State Source Type Full Name,Regulated As Water Hauler?,Population,Service Connections,Enforcement
CO0234455,DURANGO RANCH RV RESORT,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,58,20,No Recent Activity
CO0134390,DURANGO REGENCY MHP,Reports,LA PLATA,A,Community,Groundwater,No,200,130,No Recent Activity
CO0234800,DURANGO RV PARK,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,65,31,No Recent Activity
CO0234227,DURANGO WATER DELIVERY,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0134180,DURANGO WEST MD NO 1,Reports,LA PLATA,A,Community,Groundwater,No,750,253,No Recent Activity
CO0134190,DURANGO WEST MD NO 2,Reports,LA PLATA,A,Community,Groundwater,No,930,357,No Recent Activity
CO0234226,DURANGO'S COWBOY CHURCH,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,305,1,No Recent Activity
CO0254226,DUTCH CREEK GUEST RANCH,Reports,ROUTT,I,Non-Public,Surface Water,No,0,1,No Recent Activity
CO0335500,DUTCH GEORGE CG,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0335225,DUTCH GEORGE CG,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,125,3,No Recent Activity
CO0335216,DUTCH GEORGE-DUPLICATE,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0218229,DYNAMIC PIERCING AND TATTOO,Reports,DOUGLAS,I,Non-Public,null,No,25,1,No Recent Activity
CO0247208,DYNAMIC PROPERTIES GIGGLING GOAT,Reports,PARK,I,"Transient, Non-Community",Groundwater,No,54,1,No Recent Activity
CO0247229,DYNAMIC PROPERTIES OF CO,Reports,PARK,I,Non-Public,null,No,0,2,No Recent Activity
CO0126286,E & F TRAILER COURT,Reports,GUNNISON,P,Non-Public,null,No,39,20,No Recent Activity
CO0201750,E 470 TOLL BOOTH PLAZA D PUMP STATION,Reports,ADAMS,A,Non-Public,Groundwater,No,13,3,No Recent Activity
CO0218233,E AND C PRECAST CONCRETE INC,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,35,4,No Recent Activity
CO0201234,E-470 WATER SYSTEM - PLAZA D,Reports,ADAMS,A,Non-Public,Groundwater,No,5,2,No Recent Activity
CO0131400,EADS TOWN OF,Reports,KIOWA,A,Community,Groundwater,No,656,549,No Recent Activity
CO0162234,EAGLE CREST MHP,Reports,WELD,A,Community,Purchased Surface Water,No,441,442,No Recent Activity
CO0119235,EAGLE MOBILE HOME PARK,Reports,EAGLE,P,Non-Public,null,No,24,9,No Recent Activity
CO0119234,EAGLE RIVER VILLAGE MHP,Reports,EAGLE,A,Community,Groundwater,No,1500,379,No Recent Activity
CO0119802,EAGLE RIVER WSD,Reports,EAGLE,A,Community,Surface Water,No,51515,10120,No Recent Activity
CO0108233,EAGLE ROOST WATER IMPROVEMENT ASSOC,Reports,CHAFFEE,A,"Transient, Non-Community",Groundwater,No,33,27,No Recent Activity
CO0254233,EAGLE SOARING RV PARK,Reports,ROUTT,A,"Transient, Non-Community",Groundwater,No,52,27,No Recent Activity
CO0219234,EAGLE SPRINGS GOLF CLUB,Reports,EAGLE,A,"Transient, Non-Community",Surface Water,No,322,1,No Recent Activity
CO0119233,EAGLE TOWN OF,Reports,EAGLE,A,Community,Surface Water,No,7511,2691,No Recent Activity
CO0219466,EAGLE VAIL IND CENTR   L AND T ENTP,Reports,EAGLE,I,Non-Public,Groundwater,No,0,5,No Recent Activity
CO0129233,EAGLES WATCH HOA,Reports,JACKSON,A,Community,Groundwater,No,83,25,No Recent Activity
CO0143233,EARLES SUBDIVISION WC,Reports,MONTROSE,A,Community,Groundwater,No,40,12,No Recent Activity
CO0201018,EAST 88TH DRIVE IN THEATRE,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0102200,EAST ALAMOSA,Reports,ALAMOSA,A,Community,Purchased Groundwater,No,1453,403,No Recent Activity
CO0334234,EAST ANIMAS CAMPGROUND,Reports,LA PLATA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0203588,EAST AURORA VENTURES LLC,Reports,ARAPAHOE,A,Non-Public,Groundwater,No,12,7,No Recent Activity
CO0116233,EAST BELLEVIEW WS,Reports,DENVER,I,Non-Public,Purchased Surface Water,No,0,63,No Recent Activity
CO0340234,EAST BENCH AD SITE,Reports,MINERAL,A,Non-Public,Groundwater,No,15,1,No Recent Activity
CO0207233,EAST BOULDER BAPTIST CHURCH,Reports,BOULDER,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0107236,EAST BOULDER COUNTY WD,Reports,BOULDER,A,Community,Purchased Surface Water,No,300,149,No Recent Activity
CO0103035,EAST CHERRY CREEK VALLEY WSD,Reports,ARAPAHOE,A,Community,Groundwater,No,66130,19300,No Recent Activity
CO0103234,EAST CHERRY HILLS WD,Reports,ARAPAHOE,I,Non-Public,Purchased Surface Water,No,0,55,No Recent Activity
CO0159045,EAST DILLON WD,Reports,SUMMIT,A,Community,Groundwater UDI Surface Water,No,2501,1515,No Recent Activity
CO0145120,EAST END WA,Reports,OTERO,A,Community,Groundwater,No,70,35,Open Order
CO0122450,EAST FLORENCE WA,Reports,FREMONT,A,Community,Purchased Surface Water,No,326,115,No Recent Activity
CO0319233,EAST FORK GROUP CG,Reports,EAGLE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0327235,EAST FORK NORTH,Reports,ARCHULETA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0327237,EAST FORK SOUTH,Reports,ARCHULETA,A,Non-Public,Groundwater,No,1,1,No Recent Activity
CO0135233,EAST LARIMER COUNTY WD,Reports,LARIMER,A,Community,Purchased Surface Water,No,27944,8531,No Recent Activity
CO0352235,EAST MARVINE CG,Reports,RIO BLANCO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0103040,EAST VALLEY MD,Reports,ARAPAHOE,A,Community,Groundwater,No,230,100,No Recent Activity
CO0116235,EAST WARREN W A,Reports,DENVER,I,Non-Public,Purchased Surface Water,No,0,143,No Recent Activity
CO0116236,EAST WHEATRIDGE ASSN,Reports,DENVER,I,Non-Public,Purchased Surface Water,No,0,168,No Recent Activity
CO0210007,EASTER SEALS,Reports,CLEAR CREEK,A,"Transient, Non-Community",Groundwater,No,108,15,No Recent Activity
CO0101234,EASTERN ADAMS CO MD,Reports,ADAMS,A,Community,Groundwater,No,2485,865,No Recent Activity
CO0232001,EASTERN CO LIVESTOCK EXC,Reports,KIT CARSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0203233,EASTERN SERVICE CENTER,Reports,ARAPAHOE,A,"Non-Transient, Non-Community",Groundwater,No,30,4,No Recent Activity
CO0101034,EASTGATE VILLAGE MANUFACTURED HOMES,Reports,ADAMS,A,Community,Purchased Groundwater UDI Surface Water,No,1500,457,No Recent Activity
CO0201019,EASTLAKE SCHOOL   A C DIST  12,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0101045,EASTLAKE WSD,Reports,ADAMS,I,Non-Public,Purchased Surface Water,No,0,64,No Recent Activity
CO0108800,EASTSIDE MHP,Reports,CHAFFEE,A,Community,Groundwater,No,40,40,No Recent Activity
CO0132234,EASTSIDE PARK,Reports,KIT CARSON,P,Community,null,No,63,24,No Recent Activity
CO0101050,EASTWOOD ESTATES WD,Reports,ADAMS,I,Non-Public,Groundwater,No,0,11,No Recent Activity
CO0162235,EASTWOOD VILLAGE RV PARK,Reports,WELD,P,Non-Public,Purchased Surface Water,No,1,1,No Recent Activity
CO0234234,EASY WATER LLC,Reports,LA PLATA,A,Community,Purchased Surface Water,"YES  ",154,18,No Recent Activity
CO0162233,EATON TOWN OF,Reports,WELD,A,Community,Purchased Surface Water,No,7328,2326,No Recent Activity
CO0242150,ECHO BASIN RANCH,Reports,MONTEZUMA,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,27,79,No Recent Activity
CO0222050,ECHO CANYON CAMPGROUND,Reports,FREMONT,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0228350,ECHO CANYON GUEST RANCH,Reports,HUERFANO,I,Non-Public,Groundwater,No,5,6,No Recent Activity
CO0222233,ECHO CANYON RIVER EXPEDITION,Reports,FREMONT,I,Non-Public,Groundwater,No,203,1,No Recent Activity
CO0310185,ECHO LAKE CG,Reports,CLEAR CREEK,A,"Transient, Non-Community",Groundwater,No,144,1,No Recent Activity
CO0210008,ECHO LAKE LODGE,Reports,CLEAR CREEK,A,"Transient, Non-Community",Groundwater,No,1510,1,No Recent Activity
CO0210233,ECHO MOUNTAIN SNOWBOARD AND SKI PARK,Reports,CLEAR CREEK,I,Non-Public,null,No,0,null,No Recent Activity
CO0163001,ECKLEY TOWN OF,Reports,YUMA,A,Community,Groundwater,No,235,139,Closed Order Within Last 3 Years
CO0135237,EDEN VALLEY INSTITUTE,Reports,LARIMER,A,Community,Surface Water,No,80,26,No Recent Activity
CO0222175,EDEN WEST RANCH,Reports,FREMONT,A,"Transient, Non-Community",Groundwater,No,50,3,No Recent Activity
CO0134200,EDGEMONT RANCH MD,Reports,LA PLATA,A,Community,Surface Water,No,1200,760,No Recent Activity
CO0130237,EDGEWATER CITY OF,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,5300,1482,No Recent Activity
CO0221300,EDISON SCHOOL DISTRICT 54JT,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,318,6,No Recent Activity
CO0219405,EDWARDS STATION,Reports,EAGLE,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0119237,EDWARDS TC ENTERPRISES,Reports,EAGLE,I,Non-Public,Groundwater,No,0,18,No Recent Activity
CO0201020,EFRENS PLACE,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0315240,EGGLESTON LAKE CG,Reports,DELTA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0257500,EGNAR MIDDLE SCHOOL,Reports,SAN MIGUEL,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0225279,EHNLE FUEL AND OIL INC,Reports,GRAND,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0222370,EIGHT MILE GENERAL STORE,Reports,FREMONT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0123246,EL CANON,Reports,GARFIELD,P,Non-Public,null,No,26,13,No Recent Activity
CO0122245,EL CANON MOBILE HOME PARK,Reports,FREMONT,P,Community,null,No,76,33,No Recent Activity
CO0218174,EL CERRITO FAMILY RESTAURANT,Reports,DOUGLAS,A,Non-Public,Groundwater,No,63,1,No Recent Activity
CO0153249,EL DORADO RANCHETTES HOA,Reports,RIO GRANDE,A,Non-Public,Groundwater,No,14,1,No Recent Activity
CO0119246,EL JEBEL MHP,Reports,EAGLE,A,Community,Groundwater UDI Surface Water,No,1962,306,No Recent Activity
CO0119247,EL JEBEL MVMD SERVED MHP,Reports,EAGLE,P,Community,null,No,184,46,No Recent Activity
CO0225250,EL MONTE MOTOR INN,Reports,GRAND,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0136249,EL MORO HOEHNE PIPELINE ASSOC,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,655,193,Closed Order Within Last 3 Years
CO0121246,EL MORRO MOBILE ESTATES,Reports,EL PASO,A,Community,Purchased Surface Water,No,504,168,No Recent Activity
CO0221110,EL PASO PARKS BLACK FOREST,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,775,1,No Recent Activity
CO0221435,EL PASO PARKS FOUNTAIN CREEK A1,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,800,1,No Recent Activity
CO0221436,EL PASO PARKS FOUNTAIN CREEK NATURE CTR,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,400,1,No Recent Activity
CO0221430,EL PASO PARKS FOX RUN PARK,Reports,EL PASO,I,Non-Public,Groundwater,No,0,7,No Recent Activity
CO0221431,EL PASO PARKS FOX RUN TIMBER,Reports,EL PASO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0221605,EL PASO PARKS HOMESTEAD RANCH,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,500,1,No Recent Activity
CO0221801,EL PASO PARKS SANTA FE TRAIL,Reports,EL PASO,I,Non-Public,Groundwater,No,500,1,No Recent Activity
CO0134210,EL RANCHO FLORIDA MD,Reports,LA PLATA,A,Community,Groundwater UDI Surface Water,No,400,132,No Recent Activity
CO0230022,EL RANCHO RESTAURANT,Reports,JEFFERSON,I,Non-Public,Surface Water,No,0,1,No Recent Activity
CO0123248,EL ROCKO MHP,Reports,GARFIELD,A,Community,Groundwater,No,80,34,No Recent Activity
CO0120245,ELBERT COUNTY HWY 86 WD,Reports,ELBERT,A,Community,Groundwater,No,1040,190,No Recent Activity
CO0333200,ELBERT CREEK CG,Reports,LAKE,A,"Transient, Non-Community",Groundwater,No,128,2,Closed Order Within Last 3 Years
CO0134840,ELBERT CREEK WATER CO,Reports,LA PLATA,A,Community,Surface Water,No,750,280,Closed Order Within Last 3 Years
CO0120005,ELBERT WSD,Reports,ELBERT,A,Community,Groundwater,No,300,104,No Recent Activity
CO0223246,ELDER TRUCKING,Reports,GARFIELD,A,Non-Public,null,No,1,1,No Recent Activity
CO0207466,ELDORA MOUNTAIN RESORT,Reports,BOULDER,A,"Non-Transient, Non-Community",Surface Water,No,2400,7,Open Order
CO0207484,ELDORA MOUNTAIN RESTAURANT,Reports,BOULDER,A,"Transient, Non-Community",Surface Water,No,510,1,No Recent Activity
CO0207235,ELDORADO CANYON STATE PARK,Reports,BOULDER,A,"Transient, Non-Community",Groundwater,No,40,1,No Recent Activity
CO0207225,ELDORADO CORNER MARKET,Reports,BOULDER,A,"Transient, Non-Community",Groundwater,No,204,1,No Recent Activity
CO0107246,ELDORADO MUNICIPAL SYSTEM,Reports,BOULDER,A,Community,Groundwater,No,308,81,No Recent Activity
CO0234247,ELECTRA LAKE SPORTING CLUB,Reports,LA PLATA,A,"Transient, Non-Community",Surface Water,No,76,3,No Recent Activity
CO0215246,ELECTRIC MOUNTAIN LODGE,Reports,DELTA,I,Non-Public,null,No,0,null,No Recent Activity
CO0115246,ELECTRIC MOUNTAIN REC SUBD WUA NO 1,Reports,DELTA,A,Non-Public,Groundwater,No,16,9,No Recent Activity
CO0115247,ELECTRIC MOUNTAIN REC SUBD WUA NO 2,Reports,DELTA,A,Non-Public,null,No,22,10,No Recent Activity
CO0142241,ELEGANT HILLS MHP,Reports,MONTEZUMA,A,Community,Purchased Surface Water,No,170,65,Closed Order Within Last 3 Years
CO0121200,ELEPHANT ROCK MHP,Reports,EL PASO,A,Community,Groundwater,No,60,28,Open Order
CO0130025,ELEVADO ESTATES LLC,Reports,JEFFERSON,A,Community,Groundwater,No,250,76,No Recent Activity
CO0247017,ELEVEN MILE RANCH ASSOCIATION,Reports,PARK,A,"Transient, Non-Community",Surface Water,No,36,72,No Recent Activity
CO0347906,ELEVENMILE CANYON RED HOUSE WATER,Reports,PARK,I,Non-Public,null,No,0,null,No Recent Activity
CO0220247,ELIZABETH FAMILY HEALTH PC,Reports,ELBERT,A,"Transient, Non-Community",Groundwater,No,70,1,No Recent Activity
CO0220001,ELIZABETH HIGH SCHOOL,Reports,ELBERT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0220717,ELIZABETH PARK AND RECREATION,Reports,ELBERT,A,"Transient, Non-Community",Groundwater,No,104,6,No Recent Activity
CO0120010,ELIZABETH TOWN OF,Reports,ELBERT,A,Community,Groundwater,No,4523,1112,No Recent Activity
CO0353250,ELK CREEK 1 CG HIGH,Reports,CONEJOS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0353350,ELK CREEK 3 CG (LOW),Reports,CONEJOS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0223452,ELK CREEK CAMPGROUND INC,Reports,GARFIELD,A,"Transient, Non-Community",Groundwater,No,140,25,No Recent Activity
CO0353300,ELK CREEK CG,Reports,CONEJOS,A,"Transient, Non-Community",Groundwater,No,34,5,No Recent Activity
CO0230289,ELK CREEK CHILD DEVELOP CENTER,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230290,ELK CREEK ELEM SCHOOL,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Surface Water,No,600,1,No Recent Activity
CO0230234,ELK CREEK FIRE DISTRICT,Reports,JEFFERSON,A,Non-Public,Groundwater,No,20,5,No Recent Activity
CO0252246,ELK CREEK RANCH,Reports,RIO BLANCO,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,57,6,No Recent Activity
CO0123149,ELK CREEK VILLAGE SUBD,Reports,GARFIELD,I,Non-Public,Groundwater,No,0,36,No Recent Activity
CO0247592,ELK FALLS GUEST RANCH LOWER LAKE RANCH,Reports,PARK,A,Non-Public,Groundwater,No,37,2,No Recent Activity
CO0204600,ELK MEADOWS CG,Reports,ARCHULETA,A,Non-Public,Groundwater,No,2,35,No Recent Activity
CO0146592,ELK MEADOWS ESTATES,Reports,OURAY,A,Community,Groundwater UDI Surface Water,No,215,100,No Recent Activity
CO0246300,ELK MOUNTAIN RESORT,Reports,OURAY,A,"Transient, Non-Community",Groundwater,No,268,32,No Recent Activity
CO0226246,ELK MOUNTAIN SANDWICH SHOP,Reports,GUNNISON,I,Non-Public,null,No,0,1,No Recent Activity
CO0234246,ELK PARK CENTER,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,30,4,No Recent Activity
CO0160120,ELK PARK MHP,Reports,TELLER,A,Non-Public,Groundwater,No,17,12,No Recent Activity
CO0254245,ELK RIVER GUEST RANCH,Reports,ROUTT,A,Non-Public,Groundwater,No,9,13,No Recent Activity
CO0157244,ELK RUN HOMEOWNERS CORPORATION,Reports,SAN MIGUEL,A,Community,Groundwater,No,125,22,No Recent Activity
CO0123485,ELK SPRINGS HOA,Reports,GARFIELD,A,Community,Groundwater,No,186,82,No Recent Activity
CO0225246,ELK TROUT INC,Reports,GRAND,I,Non-Public,Groundwater,No,0,6,No Recent Activity
CO0141250,ELK VALLEY MHP,Reports,MOFFAT,A,Community,Purchased Surface Water,No,79,30,No Recent Activity
CO0120244,ELKHORN RANCH MD NO 1,Reports,ELBERT,A,Community,Groundwater,No,530,204,No Recent Activity
CO0149608,ELLAMAE PHILLIPS CO,Reports,PITKIN,A,Non-Public,null,No,12,1,No Recent Activity
CO0221230,ELLICOTT BAPTIST CHURCH,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,101,4,No Recent Activity
CO0221350,ELLICOTT ELEM SR HIGH SCHOOL,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,1114,7,No Recent Activity
CO0221320,ELLICOTT INN,Reports,EL PASO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0221340,ELLICOTT MIDDLE SCHOOL,Reports,EL PASO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0221600,ELLICOTT PLAZA,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,25,2,No Recent Activity
CO0121245,ELLICOTT UTILITIES COMPANY LLC,Reports,EL PASO,A,Community,Purchased Groundwater,No,272,114,No Recent Activity
CO0235246,ELLIS RANCH EVENT CENTER,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,157,2,No Recent Activity
CO0230230,ELLSWORTH PARK,Reports,JEFFERSON,P,Non-Public,null,No,0,1,No Recent Activity
CO0121225,ELM CREST MHP,Reports,EL PASO,I,Community,Groundwater,No,60,19,No Recent Activity
CO0139246,ELM PARK,Reports,MESA,P,Non-Public,null,No,138,76,No Recent Activity
CO0101246,ELM RIDGE MOBILE HOME PARK,Reports,ADAMS,P,Community,null,No,143,57,No Recent Activity
CO0103246,ELM TRAILER PARK,Reports,ARAPAHOE,P,Non-Public,null,No,104,42,No Recent Activity
CO0234785,ELMORE'S CORNER 425 PIZZA,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,312,2,No Recent Activity
CO0201246,ELMWOOD BAPTIST ACADEMY SCHOOL,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0121251,EMERALD ACRES MOBILE HOME PARK,Reports,EL PASO,A,Community,Purchased Surface Water,No,280,113,No Recent Activity
CO0207250,EMERALD INVESTMENTS,Reports,BOULDER,I,"Non-Transient, Non-Community",Purchased Surface Water,No,150,5,No Recent Activity
CO0221360,EMERALD VALLEY RANCH,Reports,EL PASO,A,"Transient, Non-Community",Surface Water,No,32,1,No Recent Activity
CO0342250,EMERSON CG,Reports,DOLORES,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0201021,EMIL LENES SIRLOIN HOUSE,Reports,ADAMS,I,"Transient, Non-Community",Groundwater,No,200,1,No Recent Activity
CO0107250,EMMA ST TRAILER PARK,Reports,BOULDER,P,Non-Public,null,No,19,7,No Recent Activity
CO0253200,EMMANUEL CHAPEL,Reports,RIO GRANDE,A,"Transient, Non-Community",Groundwater,No,82,1,No Recent Activity
CO0241250,EMPIRE ENERGY   EAGLE MINE,Reports,MOFFAT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0110006,EMPIRE JUNCTION MHP,Reports,CLEAR CREEK,A,Non-Public,Groundwater UDI Surface Water,No,14,13,Open Order
CO0110010,EMPIRE TOWN OF,Reports,CLEAR CREEK,A,Community,Surface Water,No,500,202,No Recent Activity
CO0110250,EMPIRE TRAILER PARK,Reports,CLEAR CREEK,P,Non-Public,null,No,42,16,No Recent Activity
CO0110012,EMPIRE WEST TOWNHOMES,Reports,CLEAR CREEK,A,Non-Public,Groundwater,No,23,3,No Recent Activity
CO0152184,ENCANA MESA TLQ,Reports,RIO BLANCO,I,Non-Public,Purchased Surface Water,No,0,8,No Recent Activity
CO0218250,ENCOMPASS PRESCHOOL,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,364,1,No Recent Activity
CO0335251,ENDO VALLEY PA,Reports,LARIMER,I,Non-Public,Surface Water,No,0,6,No Recent Activity
CO0103045,ENGLEWOOD CITY OF,Reports,ARAPAHOE,A,Community,Surface Water,No,57332,11322,No Recent Activity
CO0134251,ENGLISHMAN MOBILE HOME PARK,Reports,LA PLATA,P,Non-Public,null,No,21,10,No Recent Activity
CO0252116,ENTERPRISE GAS PROCESSING LLC,Reports,RIO BLANCO,I,Non-Public,Purchased Surface Water,No,4,2,No Recent Activity
CO0252118,ENTERPRISE PRODUCTS MEEKER PLANT,Reports,RIO BLANCO,I,"Non-Transient, Non-Community",Purchased Surface Water,No,50,2,No Recent Activity
CO0238222,ENTRE PURE STERLING NO1,Reports,LOGAN,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0326502,ERICKSON SPRINGS CG,Reports,GUNNISON,A,Non-Public,Groundwater UDI Surface Water,No,4,2,No Recent Activity
CO0162257,ERIE MEADOWS,Reports,WELD,A,Community,Purchased Surface Water,No,35,20,No Recent Activity
CO0162258,ERIE MOBILE HOME PARK,Reports,WELD,P,Non-Public,null,No,16,6,No Recent Activity
CO0162255,ERIE TOWN OF,Reports,BOULDER,A,Community,Surface Water,No,40061,12119,No Recent Activity
CO0142256,ESCALANTE MHP,Reports,MONTEZUMA,P,Non-Public,null,No,60,27,No Recent Activity
CO0334258,ESOTERRA CIDERWORKS,Reports,LA PLATA,P,Non-Public,null,No,0,null,No Recent Activity
CO0101031,ESTATES AT BROMLEY,Reports,ADAMS,A,Community,Groundwater,No,150,56,No Recent Activity
CO0125257,ESTATES AT THE BLUFF MANUFACTURED HOUSIN,Reports,GRAND,I,Community,Purchased Surface Water,No,91,36,No Recent Activity
CO0235257,ESTES PARK CG AT EAST PORTAL,Reports,LARIMER,I,"Transient, Non-Community",Surface Water,No,140,6,No Recent Activity
CO0235501,ESTES PARK CG AT MARYS LAKE,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,700,95,No Recent Activity
CO0235509,ESTES PARK MT SHOP,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0135257,ESTES PARK TOWN OF,Reports,LARIMER,A,Community,Surface Water,No,16722,8399,No Recent Activity
